2004.000,0
1989.689,1
1981.303,0
2001.768,1
1980.771,1
1992.450,1
1958.351,1
2008.277,1
2001.982,0
1980.894,0
1987.152,0
2002.176,0
2003.192,1
1961.674,0
1973.530,1
2003.126,1
1976.657,1
1983.868,1
1982.857,1
1982.110,0
1957.481,1
2002.937,0
1996.130,1
1982.777,1
2003.568,0
2004.130,0
2007.594,1
1996.313,1
2007.287,1
2005.037,0
1990.592,0
2009.640,1
2000.109,1
1992.577,0
2006.136,1
1993.426,0
2008.448,1
1996.932,1
2011.523,0
2002.365,0
2005.231,1
2003.173,1
2005.006,1
2009.213,0
1980.898,1
1992.289,1
2001.161,1
1996.178,0
2012.804,0
1961.866,0
2011.231,1
1996.988,0
1940.085,0
2003.543,0
2005.994,0
2004.172,0
2006.945,1
2005.057,1
1958.063,1
1998.778,0
1989.708,0
1975.842,1
2010.812,1
2012.499,0
1983.268,0
1967.388,1
1975.777,0
1968.002,0
2012.119,0
2001.983,0
2000.777,0
1971.027,0
1958.495,1
2000.785,0
2008.678,1
1999.335,1
1974.131,1
2011.185,1
2004.848,1
2003.077,1
2012.956,0
1961.252,0
2003.846,1
1987.556,0
2001.037,0
2010.738,0
2009.113,0
2010.104,0
2000.933,0
1971.931,0
1973.197,0
1977.193,1
2012.970,0
1997.639,1
2004.691,1
1951.337,1
1980.950,1
1985.689,0
1991.892,1
1989.457,1
1963.356,0
1995.576,0
1953.626,1
2008.561,1
2012.199,0
1981.023,0
2006.528,1
1978.997,0
2010.828,0
2010.313,0
1992.370,0
2010.528,1
1949.517,0
1977.904,0
1966.165,0
1960.314,1
1962.220,0
2004.475,1
2004.144,1
2005.575,0
1998.058,1
1973.822,0
1976.702,0
1985.513,0
1981.043,0
1972.809,0
2010.110,1
1979.609,0
2001.486,1
1926.724,1
2010.387,1
2010.096,1
1983.864,1
2005.885,0
1977.889,0
1998.202,0
2002.783,0
2008.059,0
1995.243,0
2002.462,1
1987.692,0
2007.650,1
1961.295,1
1993.904,0
1983.392,0
1958.497,0
2002.887,1
2004.929,0
1997.238,0
2012.925,0
1980.018,0
1993.213,0
1999.854,1
1988.322,0
2007.199,1
1949.421,0
1959.884,0
2008.357,0
1984.561,0
1963.958,1
2001.968,1
2009.883,1
1933.174,0
2006.699,1
2000.504,0
1999.916,1
1968.212,0
1939.841,0
1991.800,0
2012.581,0
1981.655,0
2000.834,1
1990.283,0
1961.673,1
1967.016,1
2012.961,1
1987.840,1
2005.256,1
1999.253,0
1971.439,1
1977.763,0
1975.211,1
1994.990,0
2003.394,0
1998.935,0
2003.521,1
1991.188,1
2008.522,0
1977.629,1
1969.198,1
2002.537,0
1986.203,0
1951.529,1
1958.384,0
1997.394,0
2010.629,1
1977.815,1
1986.393,0
1992.639,0
1999.128,0
1951.186,1
1981.389,1
2006.286,1
2009.594,0
1962.116,1
2009.606,1
2006.295,0
1961.032,1
1959.390,1
1982.658,0
1985.973,0
2012.188,1
1992.478,0
1993.186,0
1961.683,0
2011.473,1
2003.904,0
2012.536,0
1962.477,0
1989.673,0
2012.855,1
1976.930,1
1982.254,0
2004.719,0
1971.165,1
2012.811,0
1995.816,0
1991.726,0
1968.378,0
2011.471,0
2009.123,0
2002.978,0
2009.447,0
1986.616,0
2010.016,0
1992.366,0
2006.602,0
1986.906,0
1982.019,1
1994.409,0
2009.021,0
1991.425,0
1958.673,1
1991.512,1
1978.474,0
1987.988,1
1967.157,0
1985.957,1
1982.003,0
1962.623,0
2005.785,0
1983.690,1
2008.981,1
1996.628,1
1995.565,0
1976.917,0
2003.982,0
1988.724,0
1945.589,1
1991.727,0
2009.399,1
2005.265,0
1980.820,0
1988.493,0
